method,seed,evaluation_count,sweep,slot_count,unique_slot_phenotypes,largest_phenotype_slot_fraction,normalized_slot_entropy,adjacent_same_phenotype_fraction
moead,1,7840,391,20,5,0.45,0.3922929320004128,0.7894736842105263
moead,1,7860,392,20,7,0.4,0.5197771215417599,0.6842105263157895
moead,1,7880,393,20,7,0.4,0.5197771215417599,0.6842105263157895
moead,1,7900,394,20,7,0.4,0.5197771215417599,0.6842105263157895
moead,1,7920,395,20,7,0.4,0.5197771215417599,0.6842105263157895
moead,1,7940,396,20,7,0.4,0.5197771215417599,0.6842105263157895
moead,1,7960,397,20,7,0.4,0.5197771215417599,0.6842105263157895
moead,1,7980,398,20,8,0.35,0.5700847093836409,0.631578947368421
moead,1,8000,399,20,8,0.35,0.5700847093836409,0.631578947368421
moead,1,8020,400,20,8,0.35,0.5700847093836409,0.631578947368421
moead,1,8040,401,20,8,0.35,0.5700847093836409,0.631578947368421
moead,1,8060,402,20,8,0.35,0.5700847093836409,0.631578947368421
moead,1,8080,403,20,8,0.35,0.5700847093836409,0.631578947368421
moead,1,8100,404,20,8,0.35,0.5700847093836409,0.631578947368421
moead,1,8120,405,20,8,0.35,0.5700847093836409,0.631578947368421
moead,1,8140,406,20,8,0.35,0.5700847093836409,0.631578947368421
moead,1,8160,407,20,8,0.35,0.5700847093836409,0.631578947368421
moead,1,8180,408,20,8,0.35,0.5700847093836409,0.631578947368421
moead,1,8200,409,20,8,0.35,0.5700847093836409,0.631578947368421
moead,1,8220,410,20,8,0.35,0.5700847093836409,0.631578947368421
moead,1,8240,411,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8260,412,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8280,413,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8300,414,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8320,415,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8340,416,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8360,417,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8380,418,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8400,419,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8420,420,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8440,421,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8460,422,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8480,423,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8500,424,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8520,425,20,8,0.35,0.5700847093836409,0.631578947368421
moead,1,8540,426,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8560,427,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8580,428,20,8,0.35,0.5700847093836409,0.631578947368421
moead,1,8600,429,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8620,430,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8640,431,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8660,432,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8680,433,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8700,434,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8720,435,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8740,436,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8760,437,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8780,438,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8800,439,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8820,440,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8840,441,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8860,442,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8880,443,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8900,444,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8920,445,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8940,446,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8960,447,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,8980,448,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9000,449,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9020,450,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9040,451,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9060,452,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9080,453,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9100,454,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9120,455,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9140,456,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9160,457,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9180,458,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9200,459,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9220,460,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9240,461,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9260,462,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9280,463,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9300,464,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9320,465,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9340,466,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,1,9360,467,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,1,9380,468,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,1,9400,469,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,1,9420,470,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,1,9440,471,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,1,9460,472,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,1,9480,473,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,1,9500,474,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,1,9520,475,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,1,9540,476,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,1,9560,477,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9580,478,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9600,479,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9620,480,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9640,481,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9660,482,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9680,483,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9700,484,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9720,485,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9740,486,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9760,487,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9780,488,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9800,489,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9820,490,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9840,491,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9860,492,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9880,493,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9900,494,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9920,495,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9940,496,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9960,497,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,9980,498,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,1,10000,499,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,20,0,20,20,0.05,1.0,0.0
moead,2,40,1,20,4,0.5,0.38124903652801373,0.8421052631578947
moead,2,60,2,20,4,0.35,0.43528972669771426,0.8421052631578947
moead,2,80,3,20,4,0.5,0.40323152314247057,0.8421052631578947
moead,2,100,4,20,4,0.5,0.40323152314247057,0.7894736842105263
moead,2,120,5,20,2,0.5,0.23137821315975918,0.9473684210526315
moead,2,140,6,20,3,0.7,0.2733249774858828,0.8421052631578947
moead,2,160,7,20,4,0.5,0.38882692789585555,0.8421052631578947
moead,2,180,8,20,5,0.35,0.4907826846648331,0.7894736842105263
moead,2,200,9,20,5,0.35,0.467160774083051,0.7894736842105263
moead,2,220,10,20,5,0.35,0.4907826846648331,0.7894736842105263
moead,2,240,11,20,5,0.4,0.4780175133855432,0.7894736842105263
moead,2,260,12,20,7,0.35,0.5700847093836408,0.6842105263157895
moead,2,280,13,20,5,0.4,0.448724233626507,0.7894736842105263
moead,2,300,14,20,2,0.5,0.23137821315975918,0.9473684210526315
moead,2,320,15,20,3,0.7,0.26765360830862855,0.8421052631578947
moead,2,340,16,20,3,0.7,0.26765360830862855,0.8421052631578947
moead,2,360,17,20,3,0.7,0.26765360830862855,0.8421052631578947
moead,2,380,18,20,4,0.45,0.39796430117766707,0.8421052631578947
moead,2,400,19,20,7,0.35,0.5469468880676648,0.6842105263157895
moead,2,420,20,20,7,0.35,0.5689293746821216,0.6842105263157895
moead,2,440,21,20,7,0.35,0.5689293746821216,0.6842105263157895
moead,2,460,22,20,7,0.35,0.5689293746821216,0.6842105263157895
moead,2,480,23,20,7,0.35,0.5689293746821216,0.6842105263157895
moead,2,500,24,20,7,0.35,0.5689293746821216,0.6842105263157895
moead,2,520,25,20,4,0.4,0.4305865360520723,0.8421052631578947
moead,2,540,26,20,4,0.4,0.4272258362778563,0.8421052631578947
moead,2,560,27,20,4,0.45,0.3691551106844369,0.7894736842105263
moead,2,580,28,20,6,0.45,0.48936025174005154,0.6842105263157895
moead,2,600,29,20,6,0.4,0.4718620549424829,0.6842105263157895
moead,2,620,30,20,5,0.4,0.43999100755714615,0.7368421052631579
moead,2,640,31,20,6,0.4,0.50988856077088,0.6842105263157895
moead,2,660,32,20,5,0.4,0.43999100755714615,0.7368421052631579
moead,2,680,33,20,5,0.4,0.43999100755714615,0.7368421052631579
moead,2,700,34,20,5,0.4,0.43999100755714615,0.7368421052631579
moead,2,720,35,20,5,0.4,0.43999100755714615,0.7368421052631579
moead,2,740,36,20,5,0.45,0.41946269852631773,0.7894736842105263
moead,2,760,37,20,5,0.45,0.41946269852631773,0.7894736842105263
moead,2,780,38,20,4,0.45,0.38759165114098093,0.8421052631578947
moead,2,800,39,20,4,0.45,0.38759165114098093,0.8421052631578947
moead,2,820,40,20,4,0.45,0.38759165114098093,0.8421052631578947
moead,2,840,41,20,5,0.45,0.41946269852631773,0.7894736842105263
moead,2,860,42,20,5,0.45,0.41946269852631773,0.7894736842105263
moead,2,880,43,20,5,0.45,0.41946269852631773,0.7894736842105263
moead,2,900,44,20,5,0.45,0.41946269852631773,0.7894736842105263
moead,2,920,45,20,5,0.45,0.41946269852631773,0.7894736842105263
moead,2,940,46,20,5,0.45,0.41946269852631773,0.7894736842105263
moead,2,960,47,20,5,0.4,0.448724233626507,0.7894736842105263
moead,2,980,48,20,5,0.4,0.448724233626507,0.7894736842105263
moead,2,1000,49,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,2,1020,50,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,2,1040,51,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1060,52,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1080,53,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1100,54,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1120,55,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1140,56,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1160,57,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1180,58,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1200,59,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1220,60,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,1240,61,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,1260,62,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,1280,63,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,1300,64,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,1320,65,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,1340,66,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,1360,67,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,1380,68,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,1400,69,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,1420,70,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,1440,71,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,1460,72,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,1480,73,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,1500,74,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,1520,75,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,1540,76,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,1560,77,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,1580,78,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,1600,79,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,1620,80,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,1640,81,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,1660,82,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,1680,83,20,8,0.35,0.5453074641003396,0.631578947368421
moead,2,1700,84,20,8,0.35,0.5453074641003396,0.631578947368421
moead,2,1720,85,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1740,86,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1760,87,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1780,88,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1800,89,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1820,90,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1840,91,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1860,92,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1880,93,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1900,94,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1920,95,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1940,96,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1960,97,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,1980,98,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,2000,99,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,2020,100,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,2040,101,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,2060,102,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,2080,103,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,2100,104,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,2120,105,20,7,0.35,0.5221696427843637,0.6842105263157895
moead,2,2140,106,20,6,0.35,0.4902985953990269,0.7368421052631579
moead,2,2160,107,20,6,0.35,0.4902985953990269,0.7368421052631579
moead,2,2180,108,20,6,0.35,0.4902985953990269,0.7368421052631579
moead,2,2200,109,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,2,2220,110,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,2240,111,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,2260,112,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,2280,113,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,2300,114,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,2320,115,20,5,0.5,0.3883428386300494,0.7894736842105263
moead,2,2340,116,20,5,0.5,0.3883428386300494,0.7894736842105263
moead,2,2360,117,20,5,0.5,0.3883428386300494,0.7894736842105263
moead,2,2380,118,20,6,0.35,0.5006712454357131,0.7368421052631579
moead,2,2400,119,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,2,2420,120,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,2440,121,20,8,0.4,0.5747859902430726,0.631578947368421
moead,2,2460,122,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,2480,123,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,2500,124,20,7,0.4,0.5516481689270967,0.6842105263157895
moead,2,2520,125,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,2,2540,126,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,2,2560,127,20,6,0.4,0.4718620549424829,0.7368421052631579
moead,2,2580,128,20,6,0.45,0.44260051984229365,0.7368421052631579
moead,2,2600,129,20,6,0.45,0.44260051984229365,0.7368421052631579
moead,2,2620,130,20,6,0.45,0.44260051984229365,0.7368421052631579
moead,2,2640,131,20,6,0.45,0.44260051984229365,0.7368421052631579
moead,2,2660,132,20,7,0.4,0.5197771215417599,0.6842105263157895
moead,2,2680,133,20,7,0.4,0.5197771215417599,0.6842105263157895
moead,2,2700,134,20,8,0.4,0.5429149428577359,0.631578947368421
moead,2,2720,135,20,8,0.4,0.5429149428577359,0.631578947368421
moead,2,2740,136,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,2760,137,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,2780,138,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,2800,139,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,2820,140,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,2840,141,20,6,0.4,0.44469228841657804,0.7368421052631579
moead,2,2860,142,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,2880,143,20,7,0.4,0.4949998762584588,0.6842105263157895
moead,2,2900,144,20,8,0.3,0.5937066199654228,0.631578947368421
moead,2,2920,145,20,8,0.3,0.5937066199654228,0.631578947368421
moead,2,2940,146,20,8,0.3,0.5937066199654228,0.631578947368421
moead,2,2960,147,20,9,0.3,0.6498708233682545,0.5789473684210527
moead,2,2980,148,20,9,0.3,0.6498708233682545,0.5789473684210527
moead,2,3000,149,20,9,0.3,0.6312490365280137,0.5789473684210527
moead,2,3020,150,20,9,0.3,0.6312490365280137,0.5789473684210527
moead,2,3040,151,20,10,0.3,0.6730086446842305,0.5263157894736842
moead,2,3060,152,20,8,0.4,0.5429149428577359,0.631578947368421
moead,2,3080,153,20,8,0.4,0.5429149428577359,0.631578947368421
moead,2,3100,154,20,8,0.4,0.5429149428577359,0.631578947368421
moead,2,3120,155,20,8,0.4,0.5429149428577359,0.631578947368421
moead,2,3140,156,20,9,0.35,0.5932225306996166,0.5789473684210527
moead,2,3160,157,20,9,0.35,0.5932225306996166,0.5789473684210527
moead,2,3180,158,20,9,0.35,0.5932225306996166,0.5789473684210527
moead,2,3200,159,20,9,0.35,0.5932225306996166,0.5789473684210527
moead,2,3220,160,20,9,0.35,0.5932225306996166,0.5789473684210527
moead,2,3240,161,20,9,0.35,0.5932225306996166,0.5789473684210527
moead,2,3260,162,20,9,0.35,0.5932225306996166,0.5789473684210527
moead,2,3280,163,20,9,0.35,0.5932225306996166,0.5789473684210527
moead,2,3300,164,20,9,0.35,0.5932225306996166,0.5789473684210527
moead,2,3320,165,20,9,0.35,0.5932225306996166,0.5789473684210527
moead,2,3340,166,20,9,0.35,0.5932225306996166,0.5789473684210527
moead,2,3360,167,20,9,0.35,0.5932225306996166,0.5789473684210527
moead,2,3380,168,20,9,0.35,0.5932225306996166,0.5789473684210527
moead,2,3400,169,20,9,0.35,0.5932225306996166,0.5789473684210527
moead,2,3420,170,20,9,0.35,0.5932225306996166,0.5789473684210527
moead,2,3440,171,20,9,0.35,0.5932225306996166,0.5789473684210527
moead,2,3460,172,20,9,0.35,0.5932225306996166,0.5789473684210527
moead,2,3480,173,20,9,0.35,0.5932225306996166,0.5789473684210527
moead,2,3500,174,20,9,0.35,0.5932225306996166,0.5789473684210527
moead,2,3520,175,20,9,0.35,0.5932225306996166,0.5789473684210527
moead,2,3540,176,20,9,0.35,0.5932225306996166,0.5789473684210527
moead,2,3560,177,20,8,0.35,0.5453074641003396,0.631578947368421
moead,2,3580,178,20,8,0.35,0.5453074641003396,0.631578947368421
moead,2,3600,179,20,9,0.35,0.6152050173140735,0.5263157894736842
moead,2,3620,180,20,9,0.35,0.6152050173140735,0.5263157894736842
moead,2,3640,181,20,10,0.35,0.6383428386300494,0.5263157894736842
moead,2,3660,182,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,3680,183,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,3700,184,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,3720,185,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,3740,186,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,3760,187,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,3780,188,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,3800,189,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,3820,190,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,3840,191,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,3860,192,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,3880,193,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,3900,194,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,3920,195,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,3940,196,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,3960,197,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,3980,198,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,4000,199,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,4020,200,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,4040,201,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,4060,202,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,4080,203,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,4100,204,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,4120,205,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,4140,206,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,4160,207,20,8,0.3,0.5948619546669419,0.631578947368421
moead,2,4180,208,20,8,0.3,0.5948619546669419,0.631578947368421
moead,2,4200,209,20,8,0.3,0.5948619546669419,0.631578947368421
moead,2,4220,210,20,8,0.3,0.5948619546669419,0.631578947368421
moead,2,4240,211,20,8,0.3,0.5948619546669419,0.631578947368421
moead,2,4260,212,20,8,0.3,0.5948619546669419,0.631578947368421
moead,2,4280,213,20,8,0.3,0.5948619546669419,0.631578947368421
moead,2,4300,214,20,8,0.3,0.5948619546669419,0.631578947368421
moead,2,4320,215,20,8,0.3,0.5948619546669419,0.631578947368421
moead,2,4340,216,20,8,0.3,0.5948619546669419,0.631578947368421
moead,2,4360,217,20,10,0.3,0.6411375972988936,0.5263157894736842
moead,2,4380,218,20,10,0.3,0.6411375972988936,0.5263157894736842
moead,2,4400,219,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,4420,220,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,4440,221,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,4460,222,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,4480,223,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,4500,224,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,4520,225,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,4540,226,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,4560,227,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,4580,228,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,4600,229,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,4620,230,20,8,0.35,0.5700847093836409,0.631578947368421
moead,2,4640,231,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,4660,232,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,4680,233,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,4700,234,20,9,0.35,0.5932225306996167,0.5789473684210527
moead,2,4720,235,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,4740,236,20,10,0.3,0.6411375972988936,0.5263157894736842
moead,2,4760,237,20,10,0.3,0.6411375972988936,0.5263157894736842
moead,2,4780,238,20,10,0.3,0.6411375972988936,0.5263157894736842
moead,2,4800,239,20,8,0.3,0.586128728597581,0.631578947368421
moead,2,4820,240,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,4840,241,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,4860,242,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,4880,243,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,4900,244,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,4920,245,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,4940,246,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,4960,247,20,8,0.3,0.5948619546669418,0.631578947368421
moead,2,4980,248,20,8,0.3,0.5948619546669418,0.631578947368421
moead,2,5000,249,20,8,0.3,0.5948619546669418,0.631578947368421
moead,2,5020,250,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5040,251,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5060,252,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5080,253,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5100,254,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5120,255,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5140,256,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5160,257,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5180,258,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5200,259,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5220,260,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5240,261,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5260,262,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5280,263,20,10,0.3,0.6411375972988936,0.5263157894736842
moead,2,5300,264,20,10,0.3,0.6411375972988936,0.5263157894736842
moead,2,5320,265,20,10,0.3,0.6411375972988936,0.5263157894736842
moead,2,5340,266,20,10,0.3,0.6411375972988936,0.5263157894736842
moead,2,5360,267,20,10,0.3,0.6411375972988936,0.5263157894736842
moead,2,5380,268,20,10,0.3,0.6411375972988936,0.5263157894736842
moead,2,5400,269,20,10,0.3,0.6411375972988936,0.5263157894736842
moead,2,5420,270,20,10,0.3,0.6411375972988936,0.5263157894736842
moead,2,5440,271,20,10,0.3,0.6411375972988936,0.5263157894736842
moead,2,5460,272,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5480,273,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5500,274,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5520,275,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5540,276,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5560,277,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5580,278,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5600,279,20,9,0.3,0.6179997759829178,0.5789473684210527
moead,2,5620,280,20,9,0.3,0.6179997759829178,0.5789473684210527
