method,seed,evaluation_count,generation_or_sweep,algorithm,valid_population,unique_genotypes,unique_phenotypes,max_single_phenotype_fraction,evaluated_unique_genotypes_cumulative,nondominated_population,min_hpwl,min_congestion_top10,max_hpwl,max_congestion_top10,archive_size,decode_failures_cumulative,duplicate_rejections,replacement_count,elapsed_seconds,valid_evaluations_per_second
nsga2,2,720,35,nsga2,20,20,20,0.05,720,9,608260.0535714236,0.008568820543587208,683962.8571428547,0.009422536008059978,9,1,0,6,77.8564084819518,9.234949492522176
nsga2,2,740,36,nsga2,20,20,20,0.05,740,11,608050.9285714236,0.008568820543587208,683962.8571428547,0.009411110542714596,11,1,0,4,79.82066804682836,9.25825375911977
nsga2,2,760,37,nsga2,20,20,20,0.05,760,12,608050.9285714236,0.008568820543587208,683962.8571428547,0.009411110542714596,12,1,0,3,81.82187864580192,9.276247533812185
nsga2,2,780,38,nsga2,20,20,20,0.05,780,12,608050.9285714236,0.008568820543587208,683962.8571428547,0.009411110542714596,12,1,0,3,83.80291271698661,9.295619623995467
nsga2,2,800,39,nsga2,20,20,20,0.05,800,10,607049.0178571384,0.008568820543587208,683962.8571428547,0.009540642611682415,10,1,0,5,86.08200797694735,9.281846680597543
nsga2,2,820,40,nsga2,20,20,20,0.05,820,10,607049.0178571384,0.008568820543587208,683962.8571428547,0.009540642611682415,10,1,0,1,88.00419716490433,9.306374313776633
nsga2,2,840,41,nsga2,20,20,18,0.1,840,12,607049.0178571384,0.008568820543587208,683962.8571428547,0.009540642611682415,11,1,0,3,90.07432449189946,9.314530025428642
nsga2,2,860,42,nsga2,20,20,19,0.1,860,13,607049.0178571384,0.008568820543587208,683962.8571428547,0.009540642611682415,12,1,0,3,92.31065307487734,9.305534858508977
nsga2,2,880,43,nsga2,20,20,19,0.1,880,14,607049.0178571384,0.00856750551611185,684153.571428569,0.009545939974486828,13,1,0,2,94.42548372899182,9.30892768866078
nsga2,2,900,44,nsga2,20,20,19,0.1,900,16,607049.0178571384,0.00856750551611185,684153.571428569,0.009545939974486828,14,1,0,3,96.59431111579761,9.30696631732562
nsga2,2,920,45,nsga2,20,20,19,0.1,920,17,607049.0178571384,0.00856750551611185,684153.571428569,0.009545939974486828,15,1,0,2,98.80674309888855,9.300984641101257
nsga2,2,940,46,nsga2,20,20,19,0.1,940,20,607049.0178571384,0.00853924360126257,691958.6964285692,0.009540642611682415,17,1,0,3,100.85868209879845,9.31005621390314
nsga2,2,960,47,nsga2,20,20,19,0.1,960,20,607049.0178571384,0.00853924360126257,691958.6964285692,0.009540642611682415,17,1,0,0,102.7655809998978,9.33191824216859
nsga2,2,980,48,nsga2,20,20,19,0.1,980,20,607049.0178571384,0.00853924360126257,691958.6964285692,0.009540642611682415,19,1,0,3,104.68826275784522,9.351573655057475
nsga2,2,1000,49,nsga2,20,20,20,0.05,1000,18,606698.9999999952,0.00853924360126257,691958.6964285692,0.009484796784818172,18,1,0,4,106.68224512389861,9.364257368597572
nsga2,2,1020,50,nsga2,20,20,20,0.05,1020,18,605746.160714281,0.00853924360126257,692839.5535714263,0.009349953383207321,17,1,0,5,108.69430817686953,9.374915918705357
nsga2,2,1040,51,nsga2,20,20,20,0.05,1040,20,605232.321428567,0.008508575148880482,690047.4107142834,0.009389067068696022,20,1,0,5,110.68062371085398,9.387370301727977
nsga2,2,1060,52,nsga2,20,20,19,0.1,1060,18,605232.321428567,0.008508575148880482,690873.4999999977,0.009389067068696022,16,1,0,5,112.71003123093396,9.395791913411793
nsga2,2,1080,53,nsga2,20,20,19,0.1,1080,17,605232.321428567,0.008485307916998863,695560.2321428555,0.009389067068696022,15,1,0,4,114.68250795896165,9.40858391748908
nsga2,2,1100,54,nsga2,20,20,19,0.1,1100,19,605232.321428567,0.008485307916998863,695560.2321428555,0.009389067068696022,17,1,0,2,116.87895385595039,9.402890458400943
nsga2,2,1120,55,nsga2,20,20,19,0.1,1120,20,605232.321428567,0.008485307916998863,695560.2321428555,0.009389067068696022,18,1,0,1,118.91980224079452,9.40970283262156
nsga2,2,1140,56,nsga2,20,20,18,0.1,1140,19,605232.321428567,0.008485307916998863,695560.2321428555,0.009755989536643028,17,1,0,3,120.83487977599725,9.426086260121822
nsga2,2,1160,57,nsga2,20,20,18,0.1,1160,19,605232.321428567,0.008485307916998863,695560.2321428555,0.009755989536643028,17,1,0,0,122.78150775283575,9.439532232599024
nsga2,2,1180,58,nsga2,20,20,18,0.1,1180,18,605232.321428567,0.008484174497425556,695560.2321428555,0.009389067068696022,17,1,0,2,124.6451872268226,9.458848963454315
nsga2,2,1200,59,nsga2,20,20,19,0.1,1200,20,605232.321428567,0.008484174497425556,695101.3749999984,0.009389067068696022,19,1,0,3,126.55762508092448,9.47394516318812
nsga2,2,1220,60,nsga2,20,20,20,0.05,1220,20,605232.321428567,0.008484174497425556,695101.3749999984,0.009389067068696022,19,1,0,1,128.60027816682123,9.478984162217007
nsga2,2,1240,61,nsga2,20,20,20,0.05,1240,19,605232.321428567,0.008484174497425556,695101.3749999984,0.009389067068696022,17,1,0,2,130.5972593948245,9.487182240587668
nsga2,2,1260,62,nsga2,20,20,20,0.05,1260,20,605232.321428567,0.008484174497425556,695101.3749999984,0.009389067068696022,20,1,0,2,132.54339560191147,9.498775810613406
nsga2,2,1280,63,nsga2,20,20,20,0.05,1280,20,605173.8035714241,0.008484174497425556,695101.3749999984,0.009305177256464958,20,1,0,2,134.5632225777954,9.504825876628871
nsga2,2,1300,64,nsga2,20,20,20,0.05,1300,20,605173.8035714241,0.008484174497425556,695101.3749999984,0.009305177256464958,21,1,0,2,136.5274191829376,9.51457229451783
nsga2,2,1320,65,nsga2,20,20,20,0.05,1320,20,604888.8035714241,0.008484174497425556,695101.3749999984,0.009315225295722485,22,1,0,5,138.3776475719642,9.531886277471552
nsga2,2,1340,66,nsga2,20,20,20,0.05,1340,20,604888.8035714241,0.008484174497425556,695101.3749999984,0.009315225295722485,23,1,0,2,140.26745710591786,9.54604886712178
nsga2,2,1360,67,nsga2,20,20,20,0.05,1360,20,604888.8035714241,0.008484174497425556,695101.3749999984,0.009315225295722485,21,1,0,2,142.27479056781158,9.551938151349926
nsga2,2,1380,68,nsga2,20,20,20,0.05,1380,20,604888.8035714241,0.008484174497425556,695101.3749999984,0.009315225295722485,21,1,0,0,144.19592111487873,9.563377308719929
nsga2,2,1400,69,nsga2,20,20,20,0.05,1400,20,604888.8035714241,0.008484174497425556,695101.3749999984,0.009315225295722485,21,1,0,1,146.1944386928808,9.569447459892514
nsga2,2,1420,70,nsga2,20,20,20,0.05,1420,19,604888.8035714241,0.008484174497425556,695101.3749999984,0.009315225295722485,20,1,0,4,148.2219223829452,9.573482634598955
nsga2,2,1440,71,nsga2,20,20,19,0.1,1440,20,604888.8035714241,0.008484174497425556,695101.3749999984,0.009315225295722485,20,1,0,3,150.4602898368612,9.56398529844823
nsga2,2,1460,72,nsga2,20,20,19,0.1,1460,20,604865.0535714241,0.008484174497425556,695101.3749999984,0.00944651011377573,22,1,0,3,152.50894574495032,9.566651928995507
nsga2,2,1480,73,nsga2,20,20,20,0.05,1480,20,604865.0535714241,0.008484174497425556,695101.3749999984,0.00944651011377573,23,1,0,2,154.49157469696365,9.573337593982515
nsga2,2,1500,74,nsga2,20,20,20,0.05,1500,20,604574.5714285669,0.008484174497425556,695101.3749999984,0.009379065595567226,23,1,0,2,156.51515892497264,9.577347078046051
nsga2,2,1520,75,nsga2,20,20,19,0.1,1520,15,604574.5714285669,0.008484174497425556,695101.3749999984,0.00966134574264288,17,1,0,7,158.56264159199782,9.579810128974664
nsga2,2,1540,76,nsga2,20,20,18,0.15,1540,18,604574.5714285669,0.008484174497425556,695101.3749999984,0.009379065595567226,19,1,0,5,160.56711513292976,9.584777049309865
nsga2,2,1560,77,nsga2,20,20,18,0.15,1560,17,604574.5714285669,0.008484174497425556,695101.3749999984,0.009379065595567226,16,1,0,5,162.6688608918339,9.583887115534987
nsga2,2,1580,78,nsga2,20,20,16,0.25,1580,19,604574.5714285669,0.008484174497425556,695101.3749999984,0.009379065595567226,16,1,0,4,164.6301625459455,9.591195049445012
nsga2,2,1600,79,nsga2,20,20,20,0.05,1600,15,598810.33928571,0.008484174497425556,695101.3749999984,0.00961429812014103,16,1,0,6,166.72738042287529,9.590506346014745
nsga2,2,1620,80,nsga2,20,20,19,0.1,1620,18,598810.33928571,0.008484174497425556,695101.3749999984,0.00961429812014103,18,1,0,4,168.66837128787301,9.598717220294896
nsga2,2,1640,81,nsga2,20,20,20,0.05,1640,20,598810.33928571,0.008484174497425556,695101.3749999984,0.00961429812014103,22,1,0,7,170.48560015391558,9.61371516726515
nsga2,2,1660,82,nsga2,20,20,20,0.05,1660,20,598810.33928571,0.008484174497425556,695101.3749999984,0.00961429812014103,22,1,0,2,172.6414968247991,9.609508898567965
nsga2,2,1680,83,nsga2,20,20,20,0.05,1680,20,598810.33928571,0.008484174497425556,695101.3749999984,0.00961429812014103,25,1,0,3,174.45292342780158,9.624372965551732
nsga2,2,1700,84,nsga2,20,20,20,0.05,1700,20,598810.33928571,0.008484174497425556,695101.3749999984,0.00961429812014103,25,1,0,4,176.29069524188526,9.63749106365956
nsga2,2,1720,85,nsga2,20,20,20,0.05,1720,20,598810.33928571,0.008484174497425556,695101.3749999984,0.00961429812014103,25,1,0,1,178.25424865586683,9.643528908635766
nsga2,2,1740,86,nsga2,20,20,20,0.05,1740,20,598610.8749999957,0.008484174497425556,695101.3749999984,0.009582110680639744,21,1,0,7,180.20723733585328,9.650000886251952
nsga2,2,1760,87,nsga2,20,20,20,0.05,1760,17,598610.8749999957,0.008475782349705696,695101.3749999984,0.009582110680639744,19,1,0,2,182.1216500008013,9.658379440293126
nsga2,2,1780,88,nsga2,20,20,20,0.05,1780,18,598610.8749999957,0.008475782349705696,695101.3749999984,0.009582110680639744,20,1,0,1,184.16585828689858,9.659770907312394
nsga2,2,1800,89,nsga2,20,20,19,0.1,1800,20,598610.8749999957,0.008475782349705696,686040.1607142827,0.009582110680639744,21,1,0,4,186.11459541483782,9.666087691780117
nsga2,2,1820,90,nsga2,20,20,19,0.1,1820,20,598610.8749999957,0.008475782349705696,686040.1607142827,0.009582110680639744,21,1,0,0,188.12291385699064,9.669210213184279
nsga2,2,1840,91,nsga2,20,20,20,0.05,1840,17,598610.8749999957,0.008475782349705696,686231.0357142827,0.009582110680639744,18,1,0,6,190.07187428581528,9.675287345431524
nsga2,2,1860,92,nsga2,20,20,20,0.05,1860,17,598610.8749999957,0.008473118767142296,686040.1607142827,0.00984413642436266,17,1,0,4,192.01568553200923,9.681500731824862
nsga2,2,1880,93,nsga2,20,20,20,0.05,1880,19,598610.8749999957,0.008473118767142296,686040.1607142827,0.009582110680639744,19,1,0,4,193.8829972378444,9.691411968915212
nsga2,2,1900,94,nsga2,20,20,19,0.1,1900,20,598563.0357142815,0.00846509076654911,688848.7857142831,0.009634238667786121,23,1,0,4,195.85198615398258,9.696097738355178
nsga2,2,1920,95,nsga2,20,20,19,0.1,1920,20,598563.0357142815,0.008444168604910374,681161.3035714247,0.009634238667786121,21,1,0,3,197.7922526889015,9.702098913946385
nsga2,2,1940,96,nsga2,20,20,19,0.1,1940,20,598563.0357142815,0.008444168604910374,681161.3035714247,0.009634238667786121,21,1,0,2,199.75508379284292,9.706886869576998
nsga2,2,1960,97,nsga2,20,20,19,0.1,1960,19,598563.0357142815,0.008444168604910374,687055.2499999972,0.009634238667786121,21,1,0,3,201.7039398709312,9.712254511506066
nsga2,2,1980,98,nsga2,20,20,19,0.1,1980,20,598563.0357142815,0.008444168604910374,681161.3035714247,0.009634238667786121,21,1,0,2,203.5645911039319,9.721730037959315
nsga2,2,2000,99,nsga2,20,20,20,0.05,2000,20,598563.0357142815,0.008440540172159672,683549.1249999967,0.009634238667786121,22,1,0,1,205.39305888395756,9.7325586894803
nsga2,2,2020,100,nsga2,20,20,20,0.05,2020,20,598563.0357142815,0.008440540172159672,683549.1249999967,0.009634238667786121,24,1,0,2,207.66514599183574,9.72238259028492
nsga2,2,2040,101,nsga2,20,20,20,0.05,2040,20,598563.0357142815,0.008440540172159672,683549.1249999967,0.009634238667786121,25,1,0,1,209.60973071795888,9.727601829437889
nsga2,2,2060,102,nsga2,20,20,20,0.05,2060,20,598563.0357142815,0.008440540172159672,683549.1249999967,0.009634238667786121,25,1,0,1,211.70095621282235,9.725983466650446
nsga2,2,2080,103,nsga2,20,20,20,0.05,2080,19,598563.0357142815,0.008440540172159672,683549.1249999967,0.009634238667786121,24,1,0,3,213.67286696098745,9.72982685901615
nsga2,2,2100,104,nsga2,20,20,20,0.05,2100,17,598563.0357142815,0.008440540172159672,686758.7499999969,0.009634238667786121,18,1,0,3,215.55863980390131,9.737489538389688
nsga2,2,2120,105,nsga2,20,20,20,0.05,2120,17,598563.0357142815,0.008436632342636585,683549.1249999967,0.009634238667786121,18,1,0,2,217.6024992899038,9.737939623464225
nsga2,2,2140,106,nsga2,20,20,20,0.05,2140,17,597790.6607142814,0.008436632342636585,683549.1249999967,0.009644470177590847,16,1,0,3,219.46560146380216,9.746402104626855
nsga2,2,2160,107,nsga2,20,20,18,0.15,2160,20,597790.6607142814,0.008436632342636585,682078.5535714247,0.009577088057994843,17,1,0,6,221.32151603489183,9.755038907557585
nsga2,2,2180,108,nsga2,20,20,20,0.05,2180,20,597790.6607142814,0.008436632342636585,682078.5535714247,0.009577088057994843,20,1,0,2,223.2142503107898,9.76192154831555
nsga2,2,2200,109,nsga2,20,20,20,0.05,2200,20,597790.6607142814,0.008436632342636585,682078.5535714247,0.009577088057994843,21,1,0,2,225.02133799297735,9.772406562032922
nsga2,2,2220,110,nsga2,20,20,20,0.05,2220,20,597790.6607142814,0.008420725353062153,683859.946428568,0.009577088057994843,22,1,0,1,227.1429577898234,9.769178061215758
nsga2,2,2240,111,nsga2,20,20,20,0.05,2240,20,597790.6607142814,0.008420725353062153,683859.946428568,0.009577088057994843,22,1,0,0,229.1799445138313,9.769615769607073
nsga2,2,2260,112,nsga2,20,20,20,0.05,2260,20,597790.6607142814,0.008420725353062153,683859.946428568,0.009577088057994843,24,1,0,3,231.00582134281285,9.778974343021607
nsga2,2,2280,113,nsga2,20,20,20,0.05,2280,20,597790.6607142814,0.008420725353062153,683859.946428568,0.009577088057994843,24,1,0,0,232.87941379100084,9.786180594070473
nsga2,2,2300,114,nsga2,20,20,19,0.1,2300,20,597790.6607142814,0.008420725353062153,683859.946428568,0.009577088057994843,24,1,0,1,234.67814984894358,9.79639562302587
nsga2,2,2320,115,nsga2,20,20,19,0.1,2320,20,597790.6607142814,0.008420725353062153,683859.946428568,0.009577088057994843,25,1,0,2,236.55238412786275,9.803325417961206
nsga2,2,2340,116,nsga2,20,20,19,0.1,2340,20,597790.6607142814,0.008393041789531708,683144.1249999962,0.009577088057994843,25,1,0,1,238.38459549983963,9.811875616776478
nsga2,2,2360,117,nsga2,20,20,19,0.1,2360,20,597790.6607142814,0.008393041789531708,683144.1249999962,0.009577088057994843,25,1,0,3,240.28624866879545,9.817457357918082
nsga2,2,2380,118,nsga2,20,20,19,0.1,2380,20,597790.6607142814,0.008393041789531708,683144.1249999962,0.009577088057994843,27,1,0,3,242.28933462896384,9.81883913150013
nsga2,2,2400,119,nsga2,20,20,19,0.1,2400,20,597790.6607142814,0.008393041789531708,683144.1249999962,0.009577088057994843,27,1,0,0,244.13232299499214,9.826638154953413
nsga2,2,2420,120,nsga2,20,20,19,0.1,2420,19,597790.6607142814,0.008393041789531708,683144.1249999962,0.009577088057994843,25,1,0,2,245.93099820287898,9.836092309129993
nsga2,2,2440,121,nsga2,20,20,19,0.1,2440,20,597790.6607142814,0.008393041789531708,683144.1249999962,0.009577088057994843,25,1,0,2,247.76003916398622,9.84420251235788
nsga2,2,2460,122,nsga2,20,20,19,0.1,2460,20,597790.6607142814,0.008393041789531708,683144.1249999962,0.009577088057994843,25,1,0,0,249.71347811399028,9.847285851657174
nsga2,2,2480,123,nsga2,20,20,20,0.05,2480,20,597790.6607142814,0.008393041789531708,683144.1249999962,0.009577088057994843,25,1,0,1,251.89095172286034,9.841560338092203
nsga2,2,2500,124,nsga2,20,20,19,0.1,2500,20,597790.6607142814,0.008393041789531708,683144.1249999962,0.009577088057994843,23,1,0,2,253.83117809798568,9.845126271428006
nsga2,2,2520,125,nsga2,20,20,19,0.1,2520,20,597790.6607142814,0.008393041789531708,683144.1249999962,0.009577088057994843,23,1,0,1,255.82238111295737,9.846675607666029
nsga2,2,2540,126,nsga2,20,20,19,0.1,2540,20,597790.6607142814,0.008393041789531708,683144.1249999962,0.009577088057994843,24,1,0,3,257.71798958978616,9.851853974343689
nsga2,2,2560,127,nsga2,20,20,19,0.1,2560,20,597790.6607142814,0.008393041789531708,683144.1249999962,0.009577088057994843,24,1,0,0,259.54180158884265,9.859683428004717
nsga2,2,2580,128,nsga2,20,20,19,0.1,2580,20,597790.6607142814,0.008393041789531708,683144.1249999962,0.009577088057994843,24,1,0,0,261.47977425181307,9.863095558268089
nsga2,2,2600,129,nsga2,20,20,19,0.1,2600,20,597790.6607142814,0.008393041789531708,683144.1249999962,0.009577088057994843,26,1,0,1,263.3260980199557,9.869891437053989
nsga2,2,2620,130,nsga2,20,20,19,0.1,2620,20,597790.6607142814,0.008393041789531708,683144.1249999962,0.009577088057994843,27,1,0,0,265.2195863958914,9.874836302966846
nsga2,2,2640,131,nsga2,20,20,19,0.1,2640,20,597790.6607142814,0.008393041789531708,683144.1249999962,0.009577088057994843,27,1,0,0,267.1314556689467,9.879031255946456
nsga2,2,2660,132,nsga2,20,20,19,0.1,2660,20,597790.6607142814,0.008393041789531708,683144.1249999962,0.009577088057994843,27,1,0,0,269.0678975728806,9.882264008398753
nsga2,2,2680,133,nsga2,20,20,19,0.1,2680,20,597790.6607142814,0.008393041789531708,683144.1249999962,0.009577088057994843,29,1,0,4,271.0099548290018,9.88524573457222
nsga2,2,2700,134,nsga2,20,20,19,0.1,2700,20,597544.6964285672,0.008393041789531708,683144.1249999962,0.009303916245698929,27,1,0,2,272.99063693988137,9.88678597278917
nsga2,2,2720,135,nsga2,20,20,18,0.1,2720,20,597544.6964285672,0.008393041789531708,683144.1249999962,0.009303916245698929,28,1,0,2,274.89076376799494,9.891201736755363
nsga2,2,2740,136,nsga2,20,20,19,0.1,2740,20,597544.6964285672,0.008393041789531708,683144.1249999962,0.009303916245698929,29,1,0,3,276.8844116749242,9.892214528912229
nsga2,2,2760,137,nsga2,20,20,19,0.1,2760,19,597544.6964285672,0.008393041789531708,686177.1428571399,0.009303916245698929,27,1,0,2,278.6910072558094,9.899852984734181
nsga2,2,2780,138,nsga2,20,20,19,0.1,2780,16,596025.9642857101,0.008393041789531708,684237.0535714254,0.009303916245698929,22,1,0,5,280.7130501838401,9.899789119814779
nsga2,2,2800,139,nsga2,20,20,17,0.15,2800,20,596025.9642857101,0.008393041789531708,683144.1249999962,0.009060584008693695,22,1,0,4,282.74907959694974,9.899236467860089
nsga2,2,2820,140,nsga2,20,20,18,0.1,2820,20,596025.9642857101,0.008393041789531708,683144.1249999962,0.009060584008693695,23,1,0,3,284.70380894700065,9.901518390028896
nsga2,2,2840,141,nsga2,20,20,20,0.05,2840,20,596025.9642857101,0.008393041789531708,683144.1249999962,0.009060584008693695,24,1,0,3,286.7068602168001,9.90209999807198
nsga2,2,2860,142,nsga2,20,20,20,0.05,2860,20,596025.9642857101,0.008393041789531708,683144.1249999962,0.009060584008693695,23,1,0,2,288.6779697739985,9.903769249306647
nsga2,2,2880,143,nsga2,20,20,20,0.05,2880,20,595196.5714285673,0.008393041789531708,683144.1249999962,0.009131355211138725,24,1,0,2,290.48068205383606,9.91115822107035
nsga2,2,2900,144,nsga2,20,20,20,0.05,2900,18,595196.5714285673,0.008393041789531708,683144.1249999962,0.009131355211138725,22,1,0,3,292.3964026889298,9.914622660676656
nsga2,2,2920,145,nsga2,20,20,20,0.05,2920,20,595196.5714285673,0.008393041789531708,683144.1249999962,0.009131355211138725,23,1,0,3,294.54123244597577,9.910327242673564
nsga2,2,2940,146,nsga2,20,20,20,0.05,2940,20,595196.5714285673,0.008393041789531708,683144.1249999962,0.009131355211138725,23,1,0,3,296.7541966098361,9.903819503062035
nsga2,2,2960,147,nsga2,20,20,20,0.05,2960,20,595196.5714285673,0.008393041789531708,683144.1249999962,0.009131355211138725,24,1,0,2,298.72607464692555,9.905395782732867
nsga2,2,2980,148,nsga2,20,20,20,0.05,2980,20,595196.5714285673,0.008393041789531708,683144.1249999962,0.009131355211138725,24,1,0,2,300.85573509684764,9.90175573366098
nsga2,2,3000,149,nsga2,20,20,20,0.05,3000,18,594709.6071428531,0.008393041789531708,683144.1249999962,0.009131355211138725,22,1,0,4,302.87901124497876,9.901643523176677
nsga2,2,3020,150,nsga2,20,20,20,0.05,3020,18,594709.6071428531,0.008378441445529461,683144.1249999962,0.009131355211138725,22,1,0,3,304.9357238768134,9.900447089694227
nsga2,2,3040,151,nsga2,20,20,20,0.05,3040,19,594709.6071428531,0.008378441445529461,683000.9285714247,0.009131355211138725,22,1,0,1,307.1441454689484,9.894377102191049
nsga2,2,3060,152,nsga2,20,20,19,0.1,3060,20,594709.6071428531,0.008378441445529461,683000.9285714247,0.009016829542815685,21,1,0,5,309.3107660538517,9.889730121671294
nsga2,2,3080,153,nsga2,20,20,19,0.1,3080,20,594709.6071428531,0.008378441445529461,683000.9285714247,0.009016829542815685,22,1,0,2,311.37327734800056,9.888452940548309
nsga2,2,3100,154,nsga2,20,20,18,0.1,3100,20,594709.6071428531,0.008378441445529461,683000.9285714247,0.009016829542815685,23,1,0,2,313.3645493029617,9.889440292124041
nsga2,2,3120,155,nsga2,20,20,18,0.1,3120,20,594454.2499999957,0.008378441445529461,683000.9285714247,0.009219379164278507,20,1,0,2,315.47724012681283,9.886608614764892
nsga2,2,3140,156,nsga2,20,20,19,0.1,3140,20,594454.2499999957,0.008378441445529461,683000.9285714247,0.009219379164278507,22,1,0,3,317.64380116178654,9.882138384313071
nsga2,2,3160,157,nsga2,20,20,18,0.1,3160,20,594454.2499999957,0.008378441445529461,683000.9285714247,0.009219379164278507,24,1,0,4,319.6040696038399,9.884104429319965
nsga2,2,3180,158,nsga2,20,20,19,0.1,3180,20,594121.0714285673,0.008378441445529461,683000.9285714247,0.009211556054651737,25,1,0,2,321.5499281818047,9.88648953515732
nsga2,2,3200,159,nsga2,20,20,20,0.05,3200,20,594121.0714285673,0.008378441445529461,683000.9285714247,0.009211556054651737,26,1,0,3,323.55427041184157,9.887058501586452
nsga2,2,3220,160,nsga2,20,20,18,0.15,3220,20,594121.0714285673,0.008378441445529461,683000.9285714247,0.009211556054651737,24,1,0,4,325.4420882558916,9.891160720026278
nsga2,2,3240,161,nsga2,20,20,19,0.1,3240,20,594121.0714285673,0.008378441445529461,683000.9285714247,0.009211556054651737,22,1,0,2,327.4230166969355,9.892401678645689
nsga2,2,3260,162,nsga2,20,20,19,0.1,3260,20,594121.0714285673,0.008378441445529461,683000.9285714247,0.009211556054651737,23,1,0,1,329.39057962293737,9.89402916055058
nsga2,2,3280,163,nsga2,20,20,18,0.1,3280,20,594121.0714285673,0.008378441445529461,683000.9285714247,0.009211556054651737,24,1,0,4,331.4536202668678,9.89278680184556
nsga2,2,3300,164,nsga2,20,20,17,0.1,3300,20,594121.0714285673,0.008378441445529461,683000.9285714247,0.009211556054651737,26,1,0,3,333.4853219278157,9.892489363337205
nsga2,2,3320,165,nsga2,20,20,17,0.1,3320,20,593783.2857142815,0.008378441445529461,683000.9285714247,0.00902640912681818,25,1,0,3,335.2968482619617,9.898691315484486
nsga2,2,3340,166,nsga2,20,20,18,0.1,3340,20,593783.2857142815,0.008378441445529461,683000.9285714247,0.00902640912681818,25,1,0,2,337.22207079990767,9.901487147859939
nsga2,2,3360,167,nsga2,20,20,18,0.1,3360,20,593783.2857142815,0.008378441445529461,683000.9285714247,0.00902640912681818,25,1,0,1,339.20214850082994,9.902649540534327
nsga2,2,3380,168,nsga2,20,20,19,0.1,3380,20,593783.2857142815,0.008378441445529461,683000.9285714247,0.00902640912681818,26,1,0,2,341.1662538459059,9.904262106551103
nsga2,2,3400,169,nsga2,20,20,19,0.1,3400,20,593783.2857142815,0.008378441445529461,683000.9285714247,0.00902640912681818,26,1,0,0,343.0781531590037,9.90736358087101
nsga2,2,3420,170,nsga2,20,20,19,0.1,3420,20,593783.2857142815,0.008378441445529461,683000.9285714247,0.00902640912681818,24,1,0,1,345.0476887959521,9.908775253445805
nsga2,2,3440,171,nsga2,20,20,18,0.1,3440,20,593783.2857142815,0.008378441445529461,683000.9285714247,0.00902640912681818,24,1,0,1,347.1003224749584,9.907798343368313
nsga2,2,3460,172,nsga2,20,20,18,0.1,3460,20,593783.2857142815,0.008378441445529461,683000.9285714247,0.00902640912681818,24,1,0,0,349.12282655294985,9.907687887819588
nsga2,2,3480,173,nsga2,20,20,19,0.1,3480,20,593783.2857142815,0.008378441445529461,683000.9285714247,0.00902640912681818,24,1,0,1,351.3016336329747,9.903170571744948
nsga2,2,3500,174,nsga2,20,20,19,0.1,3500,20,593783.2857142815,0.008378441445529461,683000.9285714247,0.00902640912681818,24,1,0,0,353.163711336907,9.907586446961037
nsga2,2,3520,175,nsga2,20,20,19,0.1,3520,20,593783.2857142815,0.008378441445529461,683000.9285714247,0.00902640912681818,24,1,0,1,355.14158391579986,9.908724180366093
nsga2,2,3540,176,nsga2,20,20,19,0.1,3540,20,593783.2857142815,0.008378441445529461,683000.9285714247,0.00902640912681818,24,1,0,1,357.14326465595514,9.909188693252288
nsga2,2,3560,177,nsga2,20,20,20,0.05,3560,20,593783.2857142815,0.008378441445529461,683000.9285714247,0.00902640912681818,24,1,0,1,359.27903256891295,9.90594963071593
nsga2,2,3580,178,nsga2,20,20,20,0.05,3580,20,593783.2857142815,0.008378441445529461,683000.9285714247,0.00902640912681818,24,1,0,2,361.23672435083427,9.90763053350042
nsga2,2,3600,179,nsga2,20,20,20,0.05,3600,20,593783.2857142815,0.008378441445529461,683000.9285714247,0.00902640912681818,23,1,0,2,363.22495315480046,9.908460222076664
nsga2,2,3620,180,nsga2,20,20,20,0.05,3620,20,593783.2857142815,0.008378441445529461,683000.9285714247,0.00902640912681818,23,1,0,0,365.1915719797835,9.909867252359108
nsga2,2,3640,181,nsga2,20,20,20,0.05,3640,20,593783.2857142815,0.008378441445529461,683000.9285714247,0.00902640912681818,22,1,0,3,367.2403377078008,9.909042189410615
nsga2,2,3660,182,nsga2,20,20,20,0.05,3660,19,593783.2857142815,0.008378441445529461,683000.9285714247,0.009174053557217121,20,1,0,2,369.3446777078789,9.906735417733477
nsga2,2,3680,183,nsga2,20,20,20,0.05,3680,20,593783.2857142815,0.008378441445529461,683000.9285714247,0.00902640912681818,20,1,0,4,371.32371362880804,9.907797064848099
nsga2,2,3700,184,nsga2,20,20,20,0.05,3700,20,593735.232142853,0.008378441445529461,683000.9285714247,0.009025834500789642,21,1,0,3,373.2778897488024,9.909507371275712
nsga2,2,3720,185,nsga2,20,20,20,0.05,3720,20,593735.232142853,0.008378441445529461,683000.9285714247,0.009025834500789642,21,1,0,0,375.2160192229785,9.911623729982384
nsga2,2,3740,186,nsga2,20,20,20,0.05,3740,20,593735.232142853,0.008378441445529461,683000.9285714247,0.009025834500789642,21,1,0,3,377.1578896387946,9.913620005618478
nsga2,2,3760,187,nsga2,20,20,20,0.05,3760,20,593735.232142853,0.008378441445529461,683000.9285714247,0.009025834500789642,21,1,0,0,379.1530415248126,9.914202415158531
nsga2,2,3780,188,nsga2,20,20,20,0.05,3780,20,593639.7678571386,0.008378441445529461,683000.9285714247,0.009026064537465572,23,1,0,2,381.1178751299158,9.915567457212054
